/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2014335/corr.grd 2014311_2014335 20141108 20141202 24 17.47392184664 0.591709375381
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2014359/corr.grd 2014311_2014359 20141108 20141226 47 24.105418017677 0.217635959387
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2015066/corr.grd 2014311_2015066 20141108 20150308 119 3.469011311587 0.337796270847
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2015138/corr.grd 2014311_2015138 20141108 20150519 192 40.672757084094 0.177513256669
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2015162/corr.grd 2014311_2015162 20141108 20150612 216 1.584322044839 0.173827260733
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2015210/corr.grd 2014311_2015210 20141108 20150730 264 3.883690286241 0.233469262719
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2015234/corr.grd 2014311_2015234 20141108 20150823 288 32.324224326357 0.270305335522
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2015282/corr.grd 2014311_2015282 20141108 20151010 336 48.52409800966 0.258348375559
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2015306/corr.grd 2014311_2015306 20141108 20151103 360 44.893010072322 0.136254563928
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2015330/corr.grd 2014311_2015330 20141108 20151127 384 25.97437192401 0.176106005907
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2018134/corr.grd 2014311_2018134 20141108 20180515 1284 3.629566696053 0.111149795353
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2019231/corr.grd 2014311_2019231 20141108 20190820 1745 2.651754402358 0.127881318331
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014311_2019255/corr.grd 2014311_2019255 20141108 20190913 1769 3.024921835233 0.12741830945
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2014359/corr.grd 2014335_2014359 20141202 20141226 23 6.631496171037 0.23181578517
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2015066/corr.grd 2014335_2015066 20141202 20150308 95 20.942933158227 0.342086821795
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2015090/corr.grd 2014335_2015090 20141202 20150401 119 62.33268578459601 0.404420644045
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2015138/corr.grd 2014335_2015138 20141202 20150519 168 23.198835237454002 0.176469266415
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2015162/corr.grd 2014335_2015162 20141202 20150612 192 19.058243891478998 0.170318961143
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2015210/corr.grd 2014335_2015210 20141202 20150730 240 21.357612132881 0.229131400585
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2015234/corr.grd 2014335_2015234 20141202 20150823 264 14.850302479716998 0.277454435825
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2015282/corr.grd 2014335_2015282 20141202 20151010 312 31.05017616302 0.246155172586
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2015306/corr.grd 2014335_2015306 20141202 20151103 336 27.419088225682 0.137892901897
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2015330/corr.grd 2014335_2015330 20141202 20151127 360 43.44829377065 0.17033135891
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2015354/corr.grd 2014335_2015354 20141202 20151221 384 25.255426786513997 0.131810769439
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2018002/corr.grd 2014335_2018002 20141202 20180103 1128 0.5946965994750002 0.130593776703
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2018074/corr.grd 2014335_2018074 20141202 20180316 1200 4.809080789623 0.103286340833
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2019117/corr.grd 2014335_2019117 20141202 20190428 1608 3.2881968710520013 0.105654619634
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2019153/corr.grd 2014335_2019153 20141202 20190603 1644 6.86785046844 0.102972917259
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2019237/corr.grd 2014335_2019237 20141202 20190826 1728 5.993917344782002 0.130969792604
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014335_2019243/corr.grd 2014335_2019243 20141202 20190901 1733 6.909689399686 0.132271021605
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014359_2015066/corr.grd 2014359_2015066 20141226 20150308 71 27.574429329264 0.253284990788
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014359_2015090/corr.grd 2014359_2015090 20141226 20150401 95 55.70118961355901 0.213912576437
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014359_2015114/corr.grd 2014359_2015114 20141226 20150425 120 112.57096484367601 0.190047442913
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014359_2015138/corr.grd 2014359_2015138 20141226 20150519 144 16.567339066417002 0.151918411255
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014359_2015162/corr.grd 2014359_2015162 20141226 20150612 168 25.689740062515998 0.126408174634
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014359_2015210/corr.grd 2014359_2015210 20141226 20150730 216 27.989108303917998 0.131525844336
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014359_2015234/corr.grd 2014359_2015234 20141226 20150823 240 8.218806308679998 0.134103089571
/Users/ellisvavra/Thesis/insar/des/f2/intf_all/2014359_2015282/corr.grd 2014359_2015282 20141226 20151010 288 24.418679991983 0.139928787947
